uid,jobUid,title,description,jobType,deadline,createdAt,date_posted,externalApplicationLink,jobLink,company,companyWebsite,companyLogo,companyEmail,city,state,country,locationName,formattedAddress,placeId,latitude,longitude,workType,salaryMin,salaryMax,salaryCurrency,salaryPeriod,keywords,skills,hiringTeam,workEmail,numberOfPositions,screeningQuestions,allowEmailApplications,job.visibility.allowedLocations,review_status,review_notes
,,Senior Feature Animator - ILM Vancouver,"This role is considered Hybrid, which means the employee will work 2-3 days onsite at a Company designated location and occasionally from home. Position Summary Industrial Light & Magic Vancouver is ramping up production on the highly anticipated animated musical feature ""Oh, the Places You'll Go!"", based on the beloved book by Dr.

We are seeking a Senior Feature Animator to help shape the character performances, visual rhythm, and heart of this vibrant, globetrotting adventure. What You’ll Do Bring a diverse cast of stylized characters and whimsical creatures to life, executing high-level performance, acting, and musical timing that aligns with the directors creative vision. May supervise the work of entry, mid and mid-high level animators at the discretion of the Animation Supervisor Participate as a team member in achieving various aesthetic solutions; provides feedback to other members of the production by attending dailies on a regular basis Expected to train and mentor new Animators as well as provide technical assistance to the show supervisors before and during the production Maintain or exceed a consistent level of productivity while meeting deadlines and producing high quality work Performs other tasks related to the creation of computer-generated animation What We’re Looking For 5 years+ of relevant professional Feature Animation experience and at least a college level diploma or higher in computer graphics, fine arts, design, or photography, or related field; OR at least seven years of relevant professional Feature Animation experience in lieu of education.

This role is considered Hybrid, which means the employee will work 2-3 days onsite at a Company designated location and occasionally from home. Position Summary Industrial Light & Magic Vancouver is ramping up production on the highly anticipated animated musical feature ""Oh, the Places You'll Go!"", based on the beloved book by Dr. Produced in collaboration with Warner Bros. What You’ll Do Bring a diverse cast of stylized characters and whimsical creatures to life, executing high-level performance, acting, and musical timing that aligns with the directors creative vision.",FREELANCE,2026-07-06T11:09:34.000Z,2026-06-06T11:09:34.000Z,2026-06-06T11:09:34.000Z,https://ca.linkedin.com/jobs/view/senior-feature-animator-ilm-vancouver-at-industrial-light-magic-4425120121,https://ca.linkedin.com/jobs/view/senior-feature-animator-ilm-vancouver-at-industrial-light-magic-4425120121,Industrial Light & Magic,https://www.ilm.com,https://www.google.com/s2/favicons?domain=www.ilm.com&sz=128,,Vancouver,BC,Canada,"Vancouver, BC","Vancouver, BC, Canada",,49.263565,-123.13857,HYBRID,112200,143600,CAD,ANNUAL,"Animation,Vancouver,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Feature Animator - Expression of Interest - ILM Vancouver,"This role is considered Hybrid, which means the employee will work 2-3 days onsite at a Company designated location and occasionally from home. This posting is an opportunity to submit your resume for future consideration; this is not a role that is open at this time.

We are seeking a Feature Animator to help shape the character performances, visual rhythm, and heart of this vibrant, globetrotting adventure. What You’ll Do Bring a diverse cast of stylized characters and whimsical creatures to life, executing clear performance, acting, and musical timing that aligns with the directors creative vision. Participate as a team member in determining various aesthetic solutions; provides feedback to other members of the production by attending dailies on a regular basis Maintain or exceed a consistent level of productivity while meeting deadlines and producing high quality work Performs other tasks related to the creation of computer-generated animation What We’re Looking For 3 years+ of relevant professional Feature Animation experience and a Bachelor's Degree or equivalent in traditional animation or computer animation.

This role is considered Hybrid, which means the employee will work 2-3 days onsite at a Company designated location and occasionally from home. Position Summary Industrial Light & Magic Vancouver is ramping up production on the highly anticipated animated musical feature ""Oh, the Places You'll Go!"", based on the beloved book by Dr. Produced in collaboration with Warner Bros. If you are passionate about character-driven storytelling, musicality in movement, and pushing the boundaries of stylized feature animation, this is a unique opportunity to collaborate with industry veterans and push your creative boundaries on a landmark feature film.",FREELANCE,2026-07-06T11:09:34.000Z,2026-06-06T11:09:35.000Z,2026-06-06T11:09:35.000Z,https://ca.linkedin.com/jobs/view/feature-animator-expression-of-interest-ilm-vancouver-at-industrial-light-magic-4425111142,https://ca.linkedin.com/jobs/view/feature-animator-expression-of-interest-ilm-vancouver-at-industrial-light-magic-4425111142,Industrial Light & Magic,https://www.ilm.com,https://www.google.com/s2/favicons?domain=www.ilm.com&sz=128,,Vancouver,BC,Canada,"Vancouver, BC","Vancouver, BC, Canada",,49.263565,-123.13857,HYBRID,87200,111600,CAD,ANNUAL,"Animation,Vancouver,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Operations and Graphic Design Support,"WW+P is a world-leading architecture and planning practice. Founded in 1985, the practice has more than 400 architects, urban designers and planners across 12 studios worldwide.

In 2026 SvN Architects and Planners and WW+P merged, creating over 80 years of combined experience in transformative urban design and planning. As an inclusive and welcoming practice, we are committed to prioritizing equality, diversity and inclusion by bringing together global and local expertise through staff who share in our vision and values. We want to create a workforce that reflects the communities we design for, one that is diverse in its experience, backgrounds and viewpoints.

Founded in 1985, the practice has more than 400 architects, urban designers and planners across 12 studios worldwide. WW+P integrates planning, urban design, landscape and architecture to deliver projects that unite visionary regenerative design thinking with technical excellence. At the heart of our work is a clear and purposeful design approach: we listen first, think sustainably, create a clear vision and deliver a crafted response. Our approach is guided by core values that define who we are and how we work: we are people-focused, placing people at the heart of everything we do; we are inventive, finding elegant, forward-thinking solutions to complex challenges; and we are responsible, designing with care for social and environmental impact.",PARTTIME,2026-07-02T13:42:12.000Z,2026-06-02T13:42:12.000Z,2026-06-02T13:42:12.000Z,https://ca.linkedin.com/jobs/view/operations-and-graphic-design-support-at-egis-in-canada-4418021062,https://ca.linkedin.com/jobs/view/operations-and-graphic-design-support-at-egis-in-canada-4418021062,Egis in Canada,https://www.egis-group.com,https://www.google.com/s2/favicons?domain=www.egis-group.com&sz=128,,Vancouver,BC,Canada,"Vancouver, BC","Vancouver, BC, Canada",,49.263565,-123.13857,ONSITE,60000,65000,CAD,ANNUAL,"Graphic Design,Vancouver,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Senior Graphic Designer (Vancouver Office),"Salary: $85k-$100k per year About Resonance: Resonance is a global placemaking and marketing consultancy working with cities, destinations, and communities to build brands that support long-term economic, social, and environmental value. We believe design has a responsibility to people, to places, and to the future, and we're building a team that shares those values. This is a hybrid role in Vancouver, BC, Canada.

Demonstrate a growth mindset by actively developing skills beyond design, including strategy, client management, leadership, and giving and receiving constructive feedback. Qualifications & Experience You bring a balance of creative excellence, professionalism, and collaboration, including: 6+ years of professional experience in branding, graphic design, or visual communications Comfortable working on a variety of design projects: from complete branding exercises to web development A strong portfolio demonstrating…

In this role, you'll collaborate closely with the Creative Director and creative team to develop compelling concepts and creative campaigns aligned with creative briefs, brand strategy, and client business objectives. Design brand identities,creative campaigns, websites, environmental designs and other creative solutions that align with client objectives and support the overall growth of Resonance's creative practice.",FREELANCE,2026-12-02T22:31:09.000Z,2026-06-05T22:31:09.000Z,2026-06-05T22:31:09.000Z,https://ca.linkedin.com/jobs/view/senior-graphic-designer-vancouver-office-at-resonance-4424479476,https://ca.linkedin.com/jobs/view/senior-graphic-designer-vancouver-office-at-resonance-4424479476,Resonance,https://www.resonanceco.com,https://www.google.com/s2/favicons?domain=www.resonanceco.com&sz=128,,Vancouver,BC,Canada,"Vancouver, BC","Vancouver, BC, Canada",,49.263565,-123.13857,HYBRID,85000,100000,CAD,ANNUAL,"Branding,Vancouver,Canada,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Graphic Designer,"MailerLite is one of the fastest-growing email marketing platforms, helping more than one million businesses stay connected with their customers. The company is hiring a graphic designer to strengthen how the brand shows up across marketing channels.

We're looking for a marketing-minded designer who can partner with product, development, and marketing teams to create clear, on-brand visuals. You should be experimental, eager to learn, and comfortable working in a remote team that values craft and iteration.

You'll design assets for ads, social media, website content, and broader brand communications while helping define MailerLite's visual identity. This remote freelance role pays €32,000–€42,000 per year and suits a designer who wants ownership over brand expression in a fast-moving SaaS environment.",FREELANCE,,2026-06-02T05:00:00.000Z,2026-06-02T05:00:00.000Z,https://www.simplyhired.es/job/Vi4MXwjU1eEllyfqVkYhZdT3q9XEJEfnlOHUd9TMR2RzO74uJzlsMw,https://www.simplyhired.es/job/Vi4MXwjU1eEllyfqVkYhZdT3q9XEJEfnlOHUd9TMR2RzO74uJzlsMw,MailerLite,https://www.mailerlite.com,https://www.google.com/s2/favicons?domain=www.mailerlite.com&sz=128,,Barcelona,Catalonia,Spain,"Barcelona, Catalonia","Barcelona, Catalonia, Spain",,,,REMOTE,32000,42000,EUR,ANNUAL,"Animation,Barcelona,Spain,illustration","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed on SimplyHired.
,,Media designer,"At Bending Spoons, we’re striving to build one of the all-time great companies. A company that serves a huge number of customers. This is a remote role in Barcelona, Catalonia, Spain.

That’s our promise to such a candidate. We go to great lengths to hire individuals of outstanding potential—then, our priority is to put them in the ideal position to thrive. For a candidate that we assess as possessing considerable relevant experience, the salary on offer tends to be between £68,579 and £151,436 in London, and €66,065 and €145,430 elsewhere in Europe. Pay ranges from EUR66,065 to EUR145,430 per year.

A company that creates value for shareowners at an extraordinary rate. To achieve this objective, we execute the following strategy: We acquire a digital business with untapped potential and make it as successful as we can by leveraging our platform—which comprises our expertise, technologies, data, brand, talents, and company culture. For a talented, driven, and collaborative individual, working at Bending Spoons is an opportunity to learn, make an impact, and progress their career at an exceptionally high rate. A few examples of your responsibilities Create exceptional visual assets across every touchpoint.",FREELANCE,2026-07-04T06:15:56.000Z,2026-06-04T06:15:56.000Z,2026-06-04T06:15:56.000Z,https://es.linkedin.com/jobs/view/media-designer-at-bending-spoons-4424326495,https://es.linkedin.com/jobs/view/media-designer-at-bending-spoons-4424326495,Bending Spoons,https://bendingspoons.com,https://www.google.com/s2/favicons?domain=bendingspoons.com&sz=128,,Barcelona,Catalonia,Spain,"Barcelona, Catalonia","Barcelona, Catalonia, Spain",,,,REMOTE,66065,145430,EUR,ANNUAL,"Illustration,Barcelona,Spain,illustration","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Graduate media designer,"At Bending Spoons, we’re striving to build one of the all-time great companies. A company that serves a huge number of customers. This is a remote role in Barcelona, Catalonia, Spain.

That’s our promise to such a candidate. We go to great lengths to hire individuals of outstanding potential—then, our priority is to put them in the ideal position to thrive. For a candidate that we assess as possessing considerable relevant experience, the salary on offer tends to be between £68,579 and £151,436 in London, and €66,065 and €145,430 elsewhere in Europe. Pay ranges from EUR66,065 to EUR145,430 per year.

A company that creates value for shareowners at an extraordinary rate. To achieve this objective, we execute the following strategy: We acquire a digital business with untapped potential and make it as successful as we can by leveraging our platform—which comprises our expertise, technologies, data, brand, talents, and company culture. For a talented, driven, and collaborative individual, working at Bending Spoons is an opportunity to learn, make an impact, and progress their career at an exceptionally high rate. A few examples of your responsibilities Create exceptional visual assets across every touchpoint.",FREELANCE,2026-07-06T12:15:46.000Z,2026-06-06T12:15:46.000Z,2026-06-06T12:15:46.000Z,https://es.linkedin.com/jobs/view/graduate-media-designer-at-bending-spoons-4424658857,https://es.linkedin.com/jobs/view/graduate-media-designer-at-bending-spoons-4424658857,Bending Spoons,https://bendingspoons.com,https://www.google.com/s2/favicons?domain=bendingspoons.com&sz=128,,Barcelona,Catalonia,Spain,"Barcelona, Catalonia","Barcelona, Catalonia, Spain",,,,REMOTE,66065,145430,EUR,ANNUAL,"Illustration,Barcelona,Spain,illustration","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Diseñador/a gráfico,"Se busca diseñador/a gráfico en Huesca. Como requisitos imprescindibles, es necesario contar con el título de técnico o técnico superior en ciclos formativos de la familia profesional del diseño gráfico o artes gráficas.

Como requisitos imprescindibles, es necesario contar con el título de técnico o técnico superior en ciclos formativos de la familia profesional del diseño gráfico o artes gráficas. También se requiere manejo del paquete Office, correo electrónico y programas de diseño, además de al menos tres meses de experiencia en la ocupación.

Las funciones principales incluyen el diseño gráfico con programas especializados, así como la impresión en impresoras de gran formato y plotter.",FULLTIME,,2026-06-01T05:00:00.000Z,2026-06-01T05:00:00.000Z,https://www.simplyhired.es/job/I0MrkM4Ren44O66J9RNztc3OtWNFZ1ozGWN6tib3K-LAc7qfUBszYg,https://www.simplyhired.es/job/I0MrkM4Ren44O66J9RNztc3OtWNFZ1ozGWN6tib3K-LAc7qfUBszYg,domestiko.com,https://www.domestikocom.com,https://www.google.com/s2/favicons?domain=www.domestikocom.com&sz=128,,Huesca provincia,AR,Spain,"Huesca provincia, AR","Huesca provincia, AR, Spain",,,,ONSITE,1500,1500,EUR,MONTHLY,"Design,Huesca provincia,Spain,illustration","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Diseñador Gráfico experto en AutoCAD e Illustrator (Planos Industriales),"ALL4 is hiring a specialized consultant for an international digital project focused on industrial technical documentation. The role combines AutoCAD and Illustrator work for a global client environment based in Madrid.

We're looking for a consultant with advanced AutoCAD and Illustrator skills, at least two years of industrial plan experience, and strong English for multinational collaboration. You should be comfortable in demanding, multicultural environments and able to manage technical documentation with precision.

You'll interpret, create, and edit industrial plans, support internal teams and clients, and coordinate with international technical stakeholders. This is a six-month full-time contract with hybrid remote options, paying €18,000–€20,000 per year.",FREELANCE,,2026-06-05T13:16:45.095Z,2026-06-05T13:16:45.095Z,https://www.simplyhired.es/job/nEOisT81dutODxPz3EU4uB21x_38lrrNmDioyf_tMP_Re88mncSOUA,https://www.simplyhired.es/job/nEOisT81dutODxPz3EU4uB21x_38lrrNmDioyf_tMP_Re88mncSOUA,ALL4,https://www.all4.com,https://www.google.com/s2/favicons?domain=www.all4.com&sz=128,,Madrid,Community of Madrid,Spain,"Madrid, Community of Madrid","Madrid, Community of Madrid, Spain",,,,REMOTE,18000,20000,EUR,ANNUAL,"Illustration,Madrid,Spain,illustration","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Diseñador / maquetador Gráfico (Off y OnLine) Junior,"Structura Gráfica is a Madrid design studio looking for a junior graphic designer and layout specialist who can work across print and digital projects. The role suits a versatile creative who enjoys collaborating from concept through final production.

We're looking for a multidisciplinary designer with strong Photoshop, InDesign, and Illustrator skills, basic HTML/CSS knowledge for web layout, and some prior work experience. WordPress familiarity and video editing basics are valued, along with initiative and a good aesthetic eye.

You'll execute designs for internal and client projects, support online updates, collaborate on creative proposals, and help control finished output across on- and offline deliverables. Pay is €850 per month for this on-site junior role in Madrid.",FREELANCE,,2026-06-04T15:56:02.867Z,2026-06-04T15:56:02.867Z,https://www.simplyhired.es/job/PxOTS1O3imVtyxhayzc3LRxfu61vy3WnApnX-o5_qDWjvPvRcGpsrA,https://www.simplyhired.es/job/PxOTS1O3imVtyxhayzc3LRxfu61vy3WnApnX-o5_qDWjvPvRcGpsrA,Structura Gráfica,https://www.structuragrfica.com,https://www.google.com/s2/favicons?domain=www.structuragrfica.com&sz=128,,Madrid,Community of Madrid,Spain,"Madrid, Community of Madrid","Madrid, Community of Madrid, Spain",,,,ONSITE,850,850,EUR,MONTHLY,"Illustration,Madrid,Spain,illustration","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,REJECT,Dead link — listing is expired; Rule 3 flag (EUR 850/month is very low) is secondary.
,,Diseñador/a Gráfico/a en Prácticas,"thePower is an online business school founded in 2017 that is rethinking traditional MBA education through microlearning and accessible pricing. The marketing team is bringing on a graphic design intern to support B2B and B2G visual work.

We're looking for a recent graduate in graphic design, art direction, or visual communication who can sign a university internship agreement. You must submit an updated portfolio with your application and be comfortable with Figma plus Adobe Illustrator, Photoshop, and InDesign.

You'll produce client presentation materials, support web layout, develop brand identities, and create corporate and public-sector communication pieces. This remote internship in Madrid pays €800–€900 per week and suits a proactive creative who wants real marketing-team experience.",FREELANCE,,2026-06-04T09:49:12.000Z,2026-06-04T09:49:12.000Z,https://www.simplyhired.es/job/sJKuwdguMZ0_yoR3ZijMMy0VvaIQiwp-YA9xCGWuCgIAVXKOgerDig,https://www.simplyhired.es/job/sJKuwdguMZ0_yoR3ZijMMy0VvaIQiwp-YA9xCGWuCgIAVXKOgerDig,thePower,https://www.thepower.com,https://www.google.com/s2/favicons?domain=www.thepower.com&sz=128,,Madrid,Community of Madrid,Spain,"Madrid, Community of Madrid","Madrid, Community of Madrid, Spain",,,,REMOTE,800,900,EUR,WEEKLY,"Illustration,Madrid,Spain,illustration","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; active listing confirmed on SimplyHired.
,,Técnico de Impresión DTF,"Garabato is a growing textile personalization company in Pamplona building out its production team. The company specializes in custom garment decoration and needs someone who can bridge design prep with hands-on DTF production.

We're looking for a candidate with DTF printing experience or similar production background, basic Illustrator and Photoshop knowledge, and strong attention to detail. Organization, initiative, teamwork, and quick problem-solving matter more than senior design credentials.

Your day-to-day work includes preparing artwork for print, operating the DTF machine, applying transfers to garments, managing stock, fulfilling orders, and helping customers when needed. Garabato offers training, growth within the personalization sector, and full- or part-time flexibility with pay of €1,200–€1,500 per month.",FULLTIME,,2026-06-02T20:46:46.603Z,2026-06-02T20:46:46.603Z,https://www.simplyhired.es/job/TiknWFfdug3om5pPrHrpc1hYluxEo7M8a7HKlwviNRwxcsuehAweGw,https://www.simplyhired.es/job/TiknWFfdug3om5pPrHrpc1hYluxEo7M8a7HKlwviNRwxcsuehAweGw,Garabato,https://www.garabato.com,https://www.google.com/s2/favicons?domain=www.garabato.com&sz=128,,Pamplona,NC,Spain,"Pamplona, NC","Pamplona, NC, Spain",,,,ONSITE,1200,1500,EUR,MONTHLY,"Illustration,Pamplona,Spain,illustration","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,REJECT,Rule 6 fail — DTF print technician role is outside practitioner design niche.
